
Scan Time:     2014-12-07 13:56:13
Target File:   J180ND2H.F4
MD5 Checksum:  26e8d41213d7ecbe5ea671fc5868462e

DECIMAL       HEXADECIMAL     ENTROPY
--------------------------------------------------------------------------------
1760256       0x1ADC00        0.000000
1761280       0x1AE000        0.000000
1762304       0x1AE400        0.000000
1763328       0x1AE800        0.000000
1764352       0x1AEC00        0.000000
1765376       0x1AF000        0.000000
1766400       0x1AF400        0.000000
1767424       0x1AF800        0.000000
1768448       0x1AFC00        0.000000
1769472       0x1B0000        0.000000
1770496       0x1B0400        0.000000
1771520       0x1B0800        0.000000
1772544       0x1B0C00        0.000000
1773568       0x1B1000        0.000000
1774592       0x1B1400        0.000000
1775616       0x1B1800        0.000000
1776640       0x1B1C00        0.000000
1777664       0x1B2000        0.000000
1778688       0x1B2400        0.000000
1779712       0x1B2800        0.000000
1780736       0x1B2C00        0.000000
1781760       0x1B3000        0.000000
1782784       0x1B3400        0.000000
1783808       0x1B3800        0.000000
1784832       0x1B3C00        0.000000
1785856       0x1B4000        0.000000
1786880       0x1B4400        0.000000
1787904       0x1B4800        0.000000
1788928       0x1B4C00        0.000000
1789952       0x1B5000        0.000000
1790976       0x1B5400        0.000000
1792000       0x1B5800        0.000000
1793024       0x1B5C00        0.000000
1794048       0x1B6000        0.000000
1795072       0x1B6400        0.000000
1796096       0x1B6800        0.000000
1797120       0x1B6C00        0.000000
1798144       0x1B7000        0.000000
1799168       0x1B7400        0.000000
1800192       0x1B7800        0.000000
1801216       0x1B7C00        0.000000
1802240       0x1B8000        0.000000
1803264       0x1B8400        0.000000
1804288       0x1B8800        0.000000
1805312       0x1B8C00        0.000000
1806336       0x1B9000        0.000000
1807360       0x1B9400        0.000000
1808384       0x1B9800        0.000000
1809408       0x1B9C00        0.000000
1810432       0x1BA000        0.000000
1811456       0x1BA400        0.000000
1812480       0x1BA800        0.000000
1813504       0x1BAC00        0.000000
1814528       0x1BB000        0.000000
1815552       0x1BB400        0.000000
1816576       0x1BB800        0.000000
1817600       0x1BBC00        0.000000
1818624       0x1BC000        0.000000
1819648       0x1BC400        0.000000
1820672       0x1BC800        0.000000
1821696       0x1BCC00        0.000000
1822720       0x1BD000        0.000000
1823744       0x1BD400        0.000000
1824768       0x1BD800        0.000000
1825792       0x1BDC00        0.000000
1826816       0x1BE000        0.000000
1827840       0x1BE400        0.000000
1828864       0x1BE800        0.000000
1829888       0x1BEC00        0.000000
1830912       0x1BF000        0.000000
1831936       0x1BF400        0.000000
1832960       0x1BF800        0.000000
1833984       0x1BFC00        0.000000
1835008       0x1C0000        0.000000
1836032       0x1C0400        0.000000
1837056       0x1C0800        0.000000
1838080       0x1C0C00        0.000000
1839104       0x1C1000        0.000000
1840128       0x1C1400        0.000000
1841152       0x1C1800        0.000000
1842176       0x1C1C00        0.000000
1843200       0x1C2000        0.000000
1844224       0x1C2400        0.000000
1845248       0x1C2800        0.000000
1846272       0x1C2C00        0.000000
1847296       0x1C3000        0.000000
1848320       0x1C3400        0.000000
1849344       0x1C3800        0.000000
1850368       0x1C3C00        0.000000
1851392       0x1C4000        0.000000
1852416       0x1C4400        0.000000
1853440       0x1C4800        0.000000
1854464       0x1C4C00        0.000000
1855488       0x1C5000        0.000000
1856512       0x1C5400        0.000000
1857536       0x1C5800        0.000000
1858560       0x1C5C00        0.000000
1859584       0x1C6000        0.000000
1860608       0x1C6400        0.000000
1861632       0x1C6800        0.000000
1862656       0x1C6C00        0.000000
1863680       0x1C7000        0.000000
1864704       0x1C7400        0.000000
1865728       0x1C7800        0.000000
1866752       0x1C7C00        0.000000
1867776       0x1C8000        0.000000
1868800       0x1C8400        0.000000
1869824       0x1C8800        0.000000
1870848       0x1C8C00        0.000000
1871872       0x1C9000        0.000000
1872896       0x1C9400        0.000000
1873920       0x1C9800        0.000000
1874944       0x1C9C00        0.000000
1875968       0x1CA000        0.000000
1876992       0x1CA400        0.000000
1878016       0x1CA800        0.000000
1879040       0x1CAC00        0.000000
1880064       0x1CB000        0.000000
1881088       0x1CB400        0.000000
1882112       0x1CB800        0.000000
1883136       0x1CBC00        0.000000
1884160       0x1CC000        0.000000
1885184       0x1CC400        0.000000
1886208       0x1CC800        0.000000
1887232       0x1CCC00        0.000000
1888256       0x1CD000        0.000000
1889280       0x1CD400        0.000000
1890304       0x1CD800        0.000000
1891328       0x1CDC00        0.000000
1892352       0x1CE000        0.000000
1893376       0x1CE400        0.000000
1894400       0x1CE800        0.000000
1895424       0x1CEC00        0.000000
1896448       0x1CF000        0.000000
1897472       0x1CF400        0.000000
1898496       0x1CF800        0.000000
1899520       0x1CFC00        0.000000
1900544       0x1D0000        0.000000
1901568       0x1D0400        0.000000
1902592       0x1D0800        0.000000
1903616       0x1D0C00        0.000000
1904640       0x1D1000        0.000000
1905664       0x1D1400        0.000000
1906688       0x1D1800        0.000000
1907712       0x1D1C00        0.000000
1908736       0x1D2000        0.000000
1909760       0x1D2400        0.000000
1910784       0x1D2800        0.000000
1911808       0x1D2C00        0.000000
1912832       0x1D3000        0.000000
1913856       0x1D3400        0.000000
1914880       0x1D3800        0.000000
1915904       0x1D3C00        0.000000
1916928       0x1D4000        0.000000
1917952       0x1D4400        0.000000
1918976       0x1D4800        0.000000
1920000       0x1D4C00        0.000000
1921024       0x1D5000        0.000000
1922048       0x1D5400        0.000000
1923072       0x1D5800        0.000000
1924096       0x1D5C00        0.000000
1925120       0x1D6000        0.000000
1926144       0x1D6400        0.000000
1927168       0x1D6800        0.000000
1928192       0x1D6C00        0.000000
1929216       0x1D7000        0.000000
1930240       0x1D7400        0.000000
1931264       0x1D7800        0.000000
1932288       0x1D7C00        0.000000
1933312       0x1D8000        0.000000
1934336       0x1D8400        0.000000
1935360       0x1D8800        0.000000
1936384       0x1D8C00        0.000000
1937408       0x1D9000        0.000000
1938432       0x1D9400        0.000000
1939456       0x1D9800        0.000000
1940480       0x1D9C00        0.000000
1941504       0x1DA000        0.000000
1942528       0x1DA400        0.000000
1943552       0x1DA800        0.000000
1944576       0x1DAC00        0.000000
1945600       0x1DB000        0.000000
1946624       0x1DB400        0.000000
1947648       0x1DB800        0.000000
1948672       0x1DBC00        0.000000
1949696       0x1DC000        0.000000
1950720       0x1DC400        0.000000
1951744       0x1DC800        0.000000
1952768       0x1DCC00        0.000000
1953792       0x1DD000        0.000000
1954816       0x1DD400        0.000000
1955840       0x1DD800        0.000000
1956864       0x1DDC00        0.000000
1957888       0x1DE000        0.000000
1958912       0x1DE400        0.000000
1959936       0x1DE800        0.000000
1960960       0x1DEC00        0.000000
1961984       0x1DF000        0.000000
1963008       0x1DF400        0.000000
1964032       0x1DF800        0.000000
1965056       0x1DFC00        0.000000
1966080       0x1E0000        0.000000
1967104       0x1E0400        0.000000
1968128       0x1E0800        0.000000
1969152       0x1E0C00        0.000000
1970176       0x1E1000        0.000000
1971200       0x1E1400        0.000000
1972224       0x1E1800        0.000000
1973248       0x1E1C00        0.000000
1974272       0x1E2000        0.000000
1975296       0x1E2400        0.000000
1976320       0x1E2800        0.000000
1977344       0x1E2C00        0.000000
1978368       0x1E3000        0.000000
1979392       0x1E3400        0.000000
1980416       0x1E3800        0.000000
1981440       0x1E3C00        0.000000
1982464       0x1E4000        0.000000
1983488       0x1E4400        0.000000
1984512       0x1E4800        0.000000
1985536       0x1E4C00        0.000000
1986560       0x1E5000        0.000000
1987584       0x1E5400        0.000000
1988608       0x1E5800        0.000000
1989632       0x1E5C00        0.000000
1990656       0x1E6000        0.000000
1991680       0x1E6400        0.000000
1992704       0x1E6800        0.000000
1993728       0x1E6C00        0.000000
1994752       0x1E7000        0.000000
1995776       0x1E7400        0.000000
1996800       0x1E7800        0.000000
1997824       0x1E7C00        0.000000
1998848       0x1E8000        0.000000
1999872       0x1E8400        0.000000
2000896       0x1E8800        0.000000
2001920       0x1E8C00        0.000000
2002944       0x1E9000        0.000000
2003968       0x1E9400        0.000000
2004992       0x1E9800        0.000000
2006016       0x1E9C00        0.000000
2007040       0x1EA000        0.000000
2008064       0x1EA400        0.000000
2009088       0x1EA800        0.000000
2010112       0x1EAC00        0.000000
2011136       0x1EB000        0.000000
2012160       0x1EB400        0.000000
2013184       0x1EB800        0.000000
2014208       0x1EBC00        0.000000
2015232       0x1EC000        0.000000
2016256       0x1EC400        0.000000
2017280       0x1EC800        0.000000
2018304       0x1ECC00        0.000000
2019328       0x1ED000        0.000000
2020352       0x1ED400        0.000000
2021376       0x1ED800        0.000000
2022400       0x1EDC00        0.000000
2023424       0x1EE000        0.000000
2024448       0x1EE400        0.000000
2025472       0x1EE800        0.000000
2026496       0x1EEC00        0.000000
2027520       0x1EF000        0.000000
2028544       0x1EF400        0.000000
2029568       0x1EF800        0.000000
2030592       0x1EFC00        0.000000
2031616       0x1F0000        0.000000
2032640       0x1F0400        0.000000
2033664       0x1F0800        0.000000
2034688       0x1F0C00        0.000000
2035712       0x1F1000        0.000000
2036736       0x1F1400        0.000000
2037760       0x1F1800        0.000000
2038784       0x1F1C00        0.000000
2039808       0x1F2000        0.000000
2040832       0x1F2400        0.000000
2041856       0x1F2800        0.000000
2042880       0x1F2C00        0.000000
2043904       0x1F3000        0.000000
2044928       0x1F3400        0.000000
2045952       0x1F3800        0.000000
2046976       0x1F3C00        0.000000
2048000       0x1F4000        0.000000
2049024       0x1F4400        0.000000
2050048       0x1F4800        0.000000
2051072       0x1F4C00        0.000000
2052096       0x1F5000        0.000000
2053120       0x1F5400        0.000000
2054144       0x1F5800        0.000000
2055168       0x1F5C00        0.000000
2056192       0x1F6000        0.000000
2057216       0x1F6400        0.000000
2058240       0x1F6800        0.000000
2059264       0x1F6C00        0.000000
2060288       0x1F7000        0.000000
2061312       0x1F7400        0.000000
2062336       0x1F7800        0.000000
2063360       0x1F7C00        0.000000
2064384       0x1F8000        0.000000
2065408       0x1F8400        0.000000
2066432       0x1F8800        0.000000
2067456       0x1F8C00        0.000000
2068480       0x1F9000        0.000000
2069504       0x1F9400        0.000000
2070528       0x1F9800        0.000000
2071552       0x1F9C00        0.000000
2072576       0x1FA000        0.000000
2073600       0x1FA400        0.000000
2074624       0x1FA800        0.000000
2075648       0x1FAC00        0.000000
2076672       0x1FB000        0.000000
2077696       0x1FB400        0.000000
2078720       0x1FB800        0.000000
2079744       0x1FBC00        0.000000
2080768       0x1FC000        0.000000
2081792       0x1FC400        0.000000
2082816       0x1FC800        0.000000
2083840       0x1FCC00        0.000000
2084864       0x1FD000        0.000000
2085888       0x1FD400        0.000000
2086912       0x1FD800        0.000000
2087936       0x1FDC00        0.000000
2088960       0x1FE000        0.000000
2089984       0x1FE400        0.000000
2091008       0x1FE800        0.000000
2092032       0x1FEC00        0.000000
2093056       0x1FF000        0.000000
2094080       0x1FF400        0.000000
2095104       0x1FF800        0.000000
2096128       0x1FFC00        0.000000
2097152       0x200000        0.000000
2098176       0x200400        0.000000
2099200       0x200800        0.000000
2100224       0x200C00        0.000000
2101248       0x201000        0.000000
2102272       0x201400        0.000000
2103296       0x201800        0.000000
2104320       0x201C00        0.000000
2105344       0x202000        0.000000
2106368       0x202400        0.000000
2107392       0x202800        0.000000
2108416       0x202C00        0.000000
2109440       0x203000        0.000000
2110464       0x203400        0.000000
2111488       0x203800        0.000000
2112512       0x203C00        0.000000
2113536       0x204000        0.000000
2114560       0x204400        0.000000
2115584       0x204800        0.000000
2116608       0x204C00        0.000000
2117632       0x205000        0.000000
2118656       0x205400        0.000000
2119680       0x205800        0.000000
2120704       0x205C00        0.000000
2121728       0x206000        0.000000
2122752       0x206400        0.000000
2123776       0x206800        0.000000
2124800       0x206C00        0.000000
2125824       0x207000        0.000000
2126848       0x207400        0.000000
2127872       0x207800        0.000000
2128896       0x207C00        0.000000
2129920       0x208000        0.000000
2130944       0x208400        0.000000
2131968       0x208800        0.000000
2132992       0x208C00        0.000000
2134016       0x209000        0.000000
2135040       0x209400        0.000000
2136064       0x209800        0.000000
2137088       0x209C00        0.000000
2138112       0x20A000        0.000000
2139136       0x20A400        0.000000
2140160       0x20A800        0.000000
2141184       0x20AC00        0.000000
2142208       0x20B000        0.000000
2143232       0x20B400        0.000000
2144256       0x20B800        0.000000
2145280       0x20BC00        0.000000
2146304       0x20C000        0.000000
2147328       0x20C400        0.000000
2148352       0x20C800        0.000000
2149376       0x20CC00        0.000000
2150400       0x20D000        0.000000
2151424       0x20D400        0.000000
2152448       0x20D800        0.000000
2153472       0x20DC00        0.000000
2154496       0x20E000        0.000000
2155520       0x20E400        0.000000
2156544       0x20E800        0.000000
2157568       0x20EC00        0.000000
2158592       0x20F000        0.000000
2159616       0x20F400        0.000000
2160640       0x20F800        0.000000
2161664       0x20FC00        0.000000
2162688       0x210000        0.000000
2163712       0x210400        0.000000
2164736       0x210800        0.000000
2165760       0x210C00        0.000000
2166784       0x211000        0.000000
2167808       0x211400        0.000000
2168832       0x211800        0.000000
2169856       0x211C00        0.000000
2170880       0x212000        0.000000
2171904       0x212400        0.000000
2172928       0x212800        0.000000
2173952       0x212C00        0.000000
2174976       0x213000        0.000000
2176000       0x213400        0.000000
2177024       0x213800        0.000000
2178048       0x213C00        0.000000
2179072       0x214000        0.000000
2180096       0x214400        0.000000
2181120       0x214800        0.000000
2182144       0x214C00        0.000000
2183168       0x215000        0.000000
2184192       0x215400        0.000000
2185216       0x215800        0.000000
2186240       0x215C00        0.000000
2187264       0x216000        0.000000
2188288       0x216400        0.000000
2189312       0x216800        0.000000
2190336       0x216C00        0.000000
2191360       0x217000        0.000000
2192384       0x217400        0.000000
2193408       0x217800        0.000000
2194432       0x217C00        0.000000
2195456       0x218000        0.000000
2196480       0x218400        0.000000
2197504       0x218800        0.000000
2198528       0x218C00        0.000000
2199552       0x219000        0.000000
2200576       0x219400        0.000000
2201600       0x219800        0.000000
2202624       0x219C00        0.000000
2203648       0x21A000        0.000000
2204672       0x21A400        0.000000
2205696       0x21A800        0.000000
2206720       0x21AC00        0.000000
2207744       0x21B000        0.000000
2208768       0x21B400        0.000000
2209792       0x21B800        0.000000
2210816       0x21BC00        0.000000
2211840       0x21C000        0.000000
2212864       0x21C400        0.000000
2213888       0x21C800        0.000000
2214912       0x21CC00        0.000000
2215936       0x21D000        0.000000
2216960       0x21D400        0.000000
2217984       0x21D800        0.000000
2219008       0x21DC00        0.000000
2220032       0x21E000        0.000000
2221056       0x21E400        0.000000
2222080       0x21E800        0.000000
2223104       0x21EC00        0.000000
2224128       0x21F000        0.000000
2225152       0x21F400        0.000000
2226176       0x21F800        0.000000
2227200       0x21FC00        0.000000
2228224       0x220000        0.000000
2229248       0x220400        0.000000
2230272       0x220800        0.000000
2231296       0x220C00        0.000000
2232320       0x221000        0.000000
2233344       0x221400        0.000000
2234368       0x221800        0.000000
2235392       0x221C00        0.000000
2236416       0x222000        0.000000
2237440       0x222400        0.000000
2238464       0x222800        0.000000
2239488       0x222C00        0.000000
2240512       0x223000        0.000000
2241536       0x223400        0.000000
2242560       0x223800        0.000000
2243584       0x223C00        0.000000
2244608       0x224000        0.000000
2245632       0x224400        0.000000
2246656       0x224800        0.000000
2247680       0x224C00        0.000000
2248704       0x225000        0.000000
2249728       0x225400        0.000000
2250752       0x225800        0.000000
2251776       0x225C00        0.000000
2252800       0x226000        0.000000
2253824       0x226400        0.000000
2254848       0x226800        0.000000
2255872       0x226C00        0.000000
2256896       0x227000        0.000000
2257920       0x227400        0.000000
2258944       0x227800        0.000000
2259968       0x227C00        0.000000
2260992       0x228000        0.000000
2262016       0x228400        0.000000
2263040       0x228800        0.000000
2264064       0x228C00        0.000000
2265088       0x229000        0.000000
2266112       0x229400        0.000000
2267136       0x229800        0.000000
2268160       0x229C00        0.000000
2269184       0x22A000        0.000000
2270208       0x22A400        0.000000
2271232       0x22A800        0.000000
2272256       0x22AC00        0.000000
2273280       0x22B000        0.000000
2274304       0x22B400        0.000000
2275328       0x22B800        0.000000
2276352       0x22BC00        0.000000
2277376       0x22C000        0.000000
2278400       0x22C400        0.000000
2279424       0x22C800        0.000000
2280448       0x22CC00        0.000000
2281472       0x22D000        0.000000
2282496       0x22D400        0.000000
2283520       0x22D800        0.000000
2284544       0x22DC00        0.000000
2285568       0x22E000        0.000000
2286592       0x22E400        0.000000
2287616       0x22E800        0.000000
2288640       0x22EC00        0.000000
2289664       0x22F000        0.000000
2290688       0x22F400        0.000000
2291712       0x22F800        0.000000
2292736       0x22FC00        0.000000
2293760       0x230000        0.000000
2294784       0x230400        0.000000
2295808       0x230800        0.000000
2296832       0x230C00        0.000000
2297856       0x231000        0.000000
2298880       0x231400        0.000000
2299904       0x231800        0.000000
2300928       0x231C00        0.000000
2301952       0x232000        0.000000
2302976       0x232400        0.000000
2304000       0x232800        0.000000
2305024       0x232C00        0.000000
2306048       0x233000        0.000000
2307072       0x233400        0.000000
2308096       0x233800        0.000000
2309120       0x233C00        0.000000
2310144       0x234000        0.000000
2311168       0x234400        0.000000
2312192       0x234800        0.000000
2313216       0x234C00        0.000000
2314240       0x235000        0.000000
2315264       0x235400        0.000000
2316288       0x235800        0.000000
2317312       0x235C00        0.000000
2318336       0x236000        0.000000
2319360       0x236400        0.000000
2320384       0x236800        0.000000
2321408       0x236C00        0.000000
2322432       0x237000        0.000000
2323456       0x237400        0.000000
2324480       0x237800        0.000000
2325504       0x237C00        0.000000
2326528       0x238000        0.000000
2327552       0x238400        0.000000
2328576       0x238800        0.000000
2329600       0x238C00        0.000000
2330624       0x239000        0.000000
2331648       0x239400        0.000000
2332672       0x239800        0.000000
2333696       0x239C00        0.000000
2334720       0x23A000        0.000000
2335744       0x23A400        0.000000
2336768       0x23A800        0.000000
2337792       0x23AC00        0.000000
2338816       0x23B000        0.000000
2339840       0x23B400        0.000000
2340864       0x23B800        0.000000
2341888       0x23BC00        0.000000
2342912       0x23C000        0.000000
2343936       0x23C400        0.000000
2344960       0x23C800        0.000000
2345984       0x23CC00        0.000000
2347008       0x23D000        0.000000
2348032       0x23D400        0.000000
2349056       0x23D800        0.000000
2350080       0x23DC00        0.000000
2351104       0x23E000        0.000000
2352128       0x23E400        0.000000
2353152       0x23E800        0.000000
2354176       0x23EC00        0.000000
2355200       0x23F000        0.000000
2356224       0x23F400        0.000000
2357248       0x23F800        0.000000
2358272       0x23FC00        0.000000
2359296       0x240000        0.000000
2360320       0x240400        0.000000
2361344       0x240800        0.000000
2362368       0x240C00        0.000000
2363392       0x241000        0.000000
2364416       0x241400        0.000000
2365440       0x241800        0.000000
2366464       0x241C00        0.000000
2367488       0x242000        0.000000
2368512       0x242400        0.000000
2369536       0x242800        0.000000
2370560       0x242C00        0.000000
2371584       0x243000        0.000000
2372608       0x243400        0.000000
2373632       0x243800        0.000000
2374656       0x243C00        0.000000
2375680       0x244000        0.000000
2376704       0x244400        0.000000
2377728       0x244800        0.000000
2378752       0x244C00        0.000000
2379776       0x245000        0.000000
2380800       0x245400        0.000000
2381824       0x245800        0.000000
2382848       0x245C00        0.000000
2383872       0x246000        0.000000
2384896       0x246400        0.000000
2385920       0x246800        0.000000
2386944       0x246C00        0.000000
2387968       0x247000        0.000000
2388992       0x247400        0.000000
2390016       0x247800        0.000000
2391040       0x247C00        0.000000
2392064       0x248000        0.000000
2393088       0x248400        0.000000
2394112       0x248800        0.000000
2395136       0x248C00        0.000000
2396160       0x249000        0.000000
2397184       0x249400        0.000000
2398208       0x249800        0.000000
2399232       0x249C00        0.000000
2400256       0x24A000        0.000000
2401280       0x24A400        0.000000
2402304       0x24A800        0.000000
2403328       0x24AC00        0.000000
2404352       0x24B000        0.000000
2405376       0x24B400        0.000000
2406400       0x24B800        0.000000
2407424       0x24BC00        0.000000
2408448       0x24C000        0.000000
2409472       0x24C400        0.000000
2410496       0x24C800        0.000000
2411520       0x24CC00        0.000000
2412544       0x24D000        0.000000
2413568       0x24D400        0.000000
2414592       0x24D800        0.000000
2415616       0x24DC00        0.000000
2416640       0x24E000        0.000000
2417664       0x24E400        0.000000
2418688       0x24E800        0.000000
2419712       0x24EC00        0.000000
2420736       0x24F000        0.000000
2421760       0x24F400        0.000000
2422784       0x24F800        0.000000
2423808       0x24FC00        0.000000
2424832       0x250000        0.000000
2425856       0x250400        0.000000
2426880       0x250800        0.000000
2427904       0x250C00        0.000000
2428928       0x251000        0.000000
2429952       0x251400        0.000000
2430976       0x251800        0.000000
2432000       0x251C00        0.000000
2433024       0x252000        0.000000
2434048       0x252400        0.000000
2435072       0x252800        0.000000
2436096       0x252C00        0.000000
2437120       0x253000        0.000000
2438144       0x253400        0.000000
2439168       0x253800        0.000000
2440192       0x253C00        0.000000
2441216       0x254000        0.000000
2442240       0x254400        0.000000
2443264       0x254800        0.000000
2444288       0x254C00        0.000000
2445312       0x255000        0.000000
2446336       0x255400        0.000000
2447360       0x255800        0.000000
2448384       0x255C00        0.000000
2449408       0x256000        0.000000
2450432       0x256400        0.000000
2451456       0x256800        0.000000
2452480       0x256C00        0.000000
2453504       0x257000        0.000000
2454528       0x257400        0.000000
2455552       0x257800        0.000000
2456576       0x257C00        0.000000
2457600       0x258000        0.000000
2458624       0x258400        0.000000
2459648       0x258800        0.000000
2460672       0x258C00        0.000000
2461696       0x259000        0.000000
2462720       0x259400        0.000000
2463744       0x259800        0.000000
2464768       0x259C00        0.000000
2465792       0x25A000        0.000000
2466816       0x25A400        0.000000
2467840       0x25A800        0.000000
2468864       0x25AC00        0.000000
2469888       0x25B000        0.000000
2470912       0x25B400        0.000000
2471936       0x25B800        0.000000
2472960       0x25BC00        0.000000
2473984       0x25C000        0.000000
2475008       0x25C400        0.000000
2476032       0x25C800        0.000000
2477056       0x25CC00        0.000000
2478080       0x25D000        0.000000
2479104       0x25D400        0.000000
2480128       0x25D800        0.000000
2481152       0x25DC00        0.000000
2482176       0x25E000        0.000000
2483200       0x25E400        0.000000
2484224       0x25E800        0.000000
2485248       0x25EC00        0.000000
2486272       0x25F000        0.000000
2487296       0x25F400        0.000000
2488320       0x25F800        0.000000
2489344       0x25FC00        0.000000
2490368       0x260000        0.000000
2491392       0x260400        0.000000
2492416       0x260800        0.000000
2493440       0x260C00        0.000000
2494464       0x261000        0.000000
2495488       0x261400        0.000000
2496512       0x261800        0.000000
2497536       0x261C00        0.000000
2498560       0x262000        0.000000
2499584       0x262400        0.000000
2500608       0x262800        0.000000
2501632       0x262C00        0.000000
2502656       0x263000        0.000000
2503680       0x263400        0.000000
2504704       0x263800        0.000000
2505728       0x263C00        0.000000
2506752       0x264000        0.000000
2507776       0x264400        0.000000
2508800       0x264800        0.000000
2509824       0x264C00        0.000000
2510848       0x265000        0.000000
2511872       0x265400        0.000000
2512896       0x265800        0.000000
2513920       0x265C00        0.000000
2514944       0x266000        0.000000
2515968       0x266400        0.000000
2516992       0x266800        0.000000
2518016       0x266C00        0.000000
2519040       0x267000        0.000000
2520064       0x267400        0.000000
2521088       0x267800        0.000000
2522112       0x267C00        0.000000
2523136       0x268000        0.000000
2524160       0x268400        0.000000
2525184       0x268800        0.000000
2526208       0x268C00        0.000000
2527232       0x269000        0.000000
2528256       0x269400        0.000000
2529280       0x269800        0.000000
2530304       0x269C00        0.000000
2531328       0x26A000        0.000000
2532352       0x26A400        0.000000
2533376       0x26A800        0.000000
2534400       0x26AC00        0.000000
2535424       0x26B000        0.000000
2536448       0x26B400        0.000000
2537472       0x26B800        0.000000
2538496       0x26BC00        0.000000
2539520       0x26C000        0.000000
2540544       0x26C400        0.000000
2541568       0x26C800        0.000000
2542592       0x26CC00        0.000000
2543616       0x26D000        0.000000
2544640       0x26D400        0.000000
2545664       0x26D800        0.000000
2546688       0x26DC00        0.000000
2547712       0x26E000        0.000000
2548736       0x26E400        0.000000
2549760       0x26E800        0.000000
2550784       0x26EC00        0.000000
2551808       0x26F000        0.000000
2552832       0x26F400        0.000000
2553856       0x26F800        0.000000
2554880       0x26FC00        0.000000
2555904       0x270000        0.000000
2556928       0x270400        0.000000
2557952       0x270800        0.000000
2558976       0x270C00        0.000000
2560000       0x271000        0.000000
2561024       0x271400        0.000000
2562048       0x271800        0.000000
2563072       0x271C00        0.000000
2564096       0x272000        0.000000
2565120       0x272400        0.000000
2566144       0x272800        0.000000
2567168       0x272C00        0.000000
2568192       0x273000        0.000000
2569216       0x273400        0.000000
2570240       0x273800        0.000000
2571264       0x273C00        0.000000
2572288       0x274000        0.000000
2573312       0x274400        0.000000
2574336       0x274800        0.000000
2575360       0x274C00        0.000000
2576384       0x275000        0.000000
2577408       0x275400        0.000000
2578432       0x275800        0.000000
2579456       0x275C00        0.000000
2580480       0x276000        0.000000
2581504       0x276400        0.000000
2582528       0x276800        0.000000
2583552       0x276C00        0.000000
2584576       0x277000        0.000000
2585600       0x277400        0.000000
2586624       0x277800        0.000000
2587648       0x277C00        0.000000
2588672       0x278000        0.000000
2589696       0x278400        0.000000
2590720       0x278800        0.000000
2591744       0x278C00        0.000000
2592768       0x279000        0.000000
2593792       0x279400        0.000000
2594816       0x279800        0.000000
2595840       0x279C00        0.000000
2596864       0x27A000        0.000000
2597888       0x27A400        0.000000
2598912       0x27A800        0.000000
2599936       0x27AC00        0.000000
2600960       0x27B000        0.000000
2601984       0x27B400        0.000000
2603008       0x27B800        0.000000
2604032       0x27BC00        0.000000
2605056       0x27C000        0.000000
2606080       0x27C400        0.000000
2607104       0x27C800        0.000000
2608128       0x27CC00        0.000000
2609152       0x27D000        0.000000
2610176       0x27D400        0.000000
2611200       0x27D800        0.000000
2612224       0x27DC00        0.000000
2613248       0x27E000        0.000000
2614272       0x27E400        0.000000
2615296       0x27E800        0.000000
2616320       0x27EC00        0.000000
2617344       0x27F000        0.000000
2618368       0x27F400        0.000000
2619392       0x27F800        0.000000
2620416       0x27FC00        0.000000
2621440       0x280000        0.000000
2622464       0x280400        0.000000
2623488       0x280800        0.000000
2624512       0x280C00        0.000000
2625536       0x281000        0.000000
2626560       0x281400        0.000000
2627584       0x281800        0.000000
2628608       0x281C00        0.000000
2629632       0x282000        0.000000
2630656       0x282400        0.000000
2631680       0x282800        0.000000
2632704       0x282C00        0.000000
2633728       0x283000        0.000000
2634752       0x283400        0.000000
2635776       0x283800        0.000000
2636800       0x283C00        0.000000
2637824       0x284000        0.000000
2638848       0x284400        0.000000
2639872       0x284800        0.000000
2640896       0x284C00        0.000000
2641920       0x285000        0.000000
2642944       0x285400        0.000000
2643968       0x285800        0.000000
2644992       0x285C00        0.000000
2646016       0x286000        0.000000
2647040       0x286400        0.000000
2648064       0x286800        0.000000
2649088       0x286C00        0.000000
2650112       0x287000        0.000000
2651136       0x287400        0.000000
2652160       0x287800        0.000000
2653184       0x287C00        0.000000
2654208       0x288000        0.000000
2655232       0x288400        0.000000
2656256       0x288800        0.000000
2657280       0x288C00        0.000000
2658304       0x289000        0.000000
2659328       0x289400        0.000000
2660352       0x289800        0.000000
2661376       0x289C00        0.000000
2662400       0x28A000        0.000000
2663424       0x28A400        0.000000
2664448       0x28A800        0.000000
2665472       0x28AC00        0.000000
2666496       0x28B000        0.000000
2667520       0x28B400        0.000000
2668544       0x28B800        0.000000
2669568       0x28BC00        0.000000
2670592       0x28C000        0.000000
2671616       0x28C400        0.000000
2672640       0x28C800        0.000000
2673664       0x28CC00        0.000000
2674688       0x28D000        0.000000
2675712       0x28D400        0.000000
2676736       0x28D800        0.000000
2677760       0x28DC00        0.000000
2678784       0x28E000        0.000000
2679808       0x28E400        0.000000
2680832       0x28E800        0.000000
2681856       0x28EC00        0.000000
2682880       0x28F000        0.000000
2683904       0x28F400        0.000000
2684928       0x28F800        0.000000
2685952       0x28FC00        0.000000
2686976       0x290000        0.000000
2688000       0x290400        0.000000
2689024       0x290800        0.000000
2690048       0x290C00        0.000000
2691072       0x291000        0.000000
2692096       0x291400        0.000000
2693120       0x291800        0.000000
2694144       0x291C00        0.000000
