
Scan Time:     2014-12-07 13:56:13
Target File:   J180ND2H.F4
MD5 Checksum:  26e8d41213d7ecbe5ea671fc5868462e

DECIMAL       HEXADECIMAL     ENTROPY
--------------------------------------------------------------------------------
3601408       0x36F400        0.977290
3602432       0x36F800        0.977174
3603456       0x36FC00        0.972433
3604480       0x370000        0.973231
3605504       0x370400        0.973503
3606528       0x370800        0.980068
3607552       0x370C00        0.975661
3608576       0x371000        0.976090
3609600       0x371400        0.978845
3610624       0x371800        0.976322
3611648       0x371C00        0.977631
3612672       0x372000        0.975151
3613696       0x372400        0.977083
3614720       0x372800        0.978907
3615744       0x372C00        0.977366
3616768       0x373000        0.975292
3617792       0x373400        0.972885
3618816       0x373800        0.980053
3619840       0x373C00        0.978785
3620864       0x374000        0.974282
3621888       0x374400        0.972253
3622912       0x374800        0.974503
3623936       0x374C00        0.974774
3624960       0x375000        0.979079
3625984       0x375400        0.976495
3627008       0x375800        0.979448
3628032       0x375C00        0.976000
3629056       0x376000        0.975957
3630080       0x376400        0.977232
3631104       0x376800        0.974388
3632128       0x376C00        0.975497
3633152       0x377000        0.979964
3634176       0x377400        0.974928
3635200       0x377800        0.972592
3636224       0x377C00        0.976888
3637248       0x378000        0.978689
3638272       0x378400        0.976065
3639296       0x378800        0.973752
3640320       0x378C00        0.973193
3641344       0x379000        0.975279
3642368       0x379400        0.974522
3643392       0x379800        0.976142
3644416       0x379C00        0.979593
3645440       0x37A000        0.977997
3646464       0x37A400        0.977953
3647488       0x37A800        0.974149
3648512       0x37AC00        0.977132
3649536       0x37B000        0.973995
3650560       0x37B400        0.978178
3651584       0x37B800        0.921307
3652608       0x37BC00        0.973767
3653632       0x37C000        0.978420
3654656       0x37C400        0.980178
3655680       0x37C800        0.976493
3656704       0x37CC00        0.974407
3657728       0x37D000        0.978775
3658752       0x37D400        0.975201
3659776       0x37D800        0.978244
3660800       0x37DC00        0.971436
3661824       0x37E000        0.977093
3662848       0x37E400        0.977198
3663872       0x37E800        0.978755
3664896       0x37EC00        0.976571
3665920       0x37F000        0.974210
3666944       0x37F400        0.978136
3667968       0x37F800        0.976277
3668992       0x37FC00        0.971865
3670016       0x380000        0.978072
3671040       0x380400        0.980022
3672064       0x380800        0.975326
3673088       0x380C00        0.972275
3674112       0x381000        0.974900
3675136       0x381400        0.976534
3676160       0x381800        0.978666
3677184       0x381C00        0.978908
3678208       0x382000        0.975000
3679232       0x382400        0.977799
3680256       0x382800        0.974596
3681280       0x382C00        0.974948
3682304       0x383000        0.975517
3683328       0x383400        0.975988
3684352       0x383800        0.977038
3685376       0x383C00        0.976933
3686400       0x384000        0.969773
3687424       0x384400        0.976597
3688448       0x384800        0.971902
3689472       0x384C00        0.978403
3690496       0x385000        0.977501
3691520       0x385400        0.976128
3692544       0x385800        0.971574
3693568       0x385C00        0.974355
3694592       0x386000        0.977306
3695616       0x386400        0.976160
3696640       0x386800        0.979192
3697664       0x386C00        0.972495
3698688       0x387000        0.974922
3699712       0x387400        0.973582
3700736       0x387800        0.975643
3701760       0x387C00        0.974761
3702784       0x388000        0.978766
3703808       0x388400        0.129277
3704832       0x388800        0.000000
3705856       0x388C00        0.000000
3706880       0x389000        0.000000
3707904       0x389400        0.000000
3708928       0x389800        0.000000
3709952       0x389C00        0.000000
3710976       0x38A000        0.000000
3712000       0x38A400        0.000000
3713024       0x38A800        0.000000
3714048       0x38AC00        0.000000
3715072       0x38B000        0.000000
3716096       0x38B400        0.000000
3717120       0x38B800        0.000000
3718144       0x38BC00        0.000000
3719168       0x38C000        0.000000
3720192       0x38C400        0.000000
3721216       0x38C800        0.000000
3722240       0x38CC00        0.000000
3723264       0x38D000        0.000000
3724288       0x38D400        0.000000
3725312       0x38D800        0.000000
3726336       0x38DC00        0.000000
3727360       0x38E000        0.000000
3728384       0x38E400        0.000000
3729408       0x38E800        0.000000
3730432       0x38EC00        0.000000
3731456       0x38F000        0.000000
3732480       0x38F400        0.000000
3733504       0x38F800        0.000000
3734528       0x38FC00        0.000000
3735552       0x390000        0.000000
3736576       0x390400        0.000000
3737600       0x390800        0.000000
3738624       0x390C00        0.000000
3739648       0x391000        0.000000
3740672       0x391400        0.000000
3741696       0x391800        0.000000
3742720       0x391C00        0.000000
3743744       0x392000        0.000000
3744768       0x392400        0.000000
3745792       0x392800        0.000000
3746816       0x392C00        0.000000
3747840       0x393000        0.000000
3748864       0x393400        0.000000
3749888       0x393800        0.000000
3750912       0x393C00        0.000000
3751936       0x394000        0.000000
3752960       0x394400        0.000000
3753984       0x394800        0.000000
3755008       0x394C00        0.000000
3756032       0x395000        0.000000
3757056       0x395400        0.000000
3758080       0x395800        0.000000
3759104       0x395C00        0.000000
3760128       0x396000        0.000000
3761152       0x396400        0.000000
3762176       0x396800        0.000000
3763200       0x396C00        0.000000
3764224       0x397000        0.000000
3765248       0x397400        0.000000
3766272       0x397800        0.000000
3767296       0x397C00        0.000000
3768320       0x398000        0.000000
3769344       0x398400        0.000000
3770368       0x398800        0.000000
3771392       0x398C00        0.000000
3772416       0x399000        0.000000
3773440       0x399400        0.000000
3774464       0x399800        0.000000
3775488       0x399C00        0.000000
3776512       0x39A000        0.000000
3777536       0x39A400        0.000000
3778560       0x39A800        0.000000
3779584       0x39AC00        0.000000
3780608       0x39B000        0.000000
3781632       0x39B400        0.000000
3782656       0x39B800        0.000000
3783680       0x39BC00        0.000000
3784704       0x39C000        0.000000
3785728       0x39C400        0.000000
3786752       0x39C800        0.000000
3787776       0x39CC00        0.000000
3788800       0x39D000        0.000000
3789824       0x39D400        0.000000
3790848       0x39D800        0.000000
3791872       0x39DC00        0.000000
3792896       0x39E000        0.000000
3793920       0x39E400        0.000000
3794944       0x39E800        0.000000
3795968       0x39EC00        0.000000
3796992       0x39F000        0.000000
3798016       0x39F400        0.000000
3799040       0x39F800        0.000000
3800064       0x39FC00        0.000000
3801088       0x3A0000        0.940748
3802112       0x3A0400        0.968892
3803136       0x3A0800        0.955406
3804160       0x3A0C00        0.975511
3805184       0x3A1000        0.969694
3806208       0x3A1400        0.972670
3807232       0x3A1800        0.975806
3808256       0x3A1C00        0.973910
3809280       0x3A2000        0.970639
3810304       0x3A2400        0.977372
3811328       0x3A2800        0.972217
3812352       0x3A2C00        0.974213
3813376       0x3A3000        0.972620
3814400       0x3A3400        0.970938
3815424       0x3A3800        0.974357
3816448       0x3A3C00        0.975701
3817472       0x3A4000        0.973983
3818496       0x3A4400        0.973716
3819520       0x3A4800        0.974322
3820544       0x3A4C00        0.976752
3821568       0x3A5000        0.973615
3822592       0x3A5400        0.973390
3823616       0x3A5800        0.974358
3824640       0x3A5C00        0.974049
3825664       0x3A6000        0.975400
3826688       0x3A6400        0.972126
3827712       0x3A6800        0.974434
3828736       0x3A6C00        0.972306
3829760       0x3A7000        0.977092
3830784       0x3A7400        0.975181
3831808       0x3A7800        0.976736
3832832       0x3A7C00        0.975122
3833856       0x3A8000        0.973218
3834880       0x3A8400        0.973905
3835904       0x3A8800        0.975320
3836928       0x3A8C00        0.974383
3837952       0x3A9000        0.977052
3838976       0x3A9400        0.977370
3840000       0x3A9800        0.971167
3841024       0x3A9C00        0.974447
3842048       0x3AA000        0.975360
3843072       0x3AA400        0.968520
3844096       0x3AA800        0.967202
3845120       0x3AAC00        0.962177
3846144       0x3AB000        0.972915
3847168       0x3AB400        0.964620
3848192       0x3AB800        0.966928
3849216       0x3ABC00        0.971123
3850240       0x3AC000        0.969023
3851264       0x3AC400        0.972735
3852288       0x3AC800        0.974435
3853312       0x3ACC00        0.973676
3854336       0x3AD000        0.967241
3855360       0x3AD400        0.971717
3856384       0x3AD800        0.974910
3857408       0x3ADC00        0.980911
3858432       0x3AE000        0.975625
3859456       0x3AE400        0.976094
3860480       0x3AE800        0.978163
3861504       0x3AEC00        0.979610
3862528       0x3AF000        0.976696
3863552       0x3AF400        0.975443
3864576       0x3AF800        0.973696
3865600       0x3AFC00        0.971324
3866624       0x3B0000        0.975812
3867648       0x3B0400        0.973711
3868672       0x3B0800        0.971761
3869696       0x3B0C00        0.972329
3870720       0x3B1000        0.974588
3871744       0x3B1400        0.976248
3872768       0x3B1800        0.973109
3873792       0x3B1C00        0.973358
3874816       0x3B2000        0.977004
3875840       0x3B2400        0.974717
3876864       0x3B2800        0.975685
3877888       0x3B2C00        0.980080
3878912       0x3B3000        0.976958
3879936       0x3B3400        0.975133
3880960       0x3B3800        0.967494
3881984       0x3B3C00        0.961522
3883008       0x3B4000        0.970169
3884032       0x3B4400        0.522333
3885056       0x3B4800        0.599941
3886080       0x3B4C00        0.773404
3887104       0x3B5000        0.756885
3888128       0x3B5400        0.711972
3889152       0x3B5800        0.762005
3890176       0x3B5C00        0.741318
3891200       0x3B6000        0.734407
3892224       0x3B6400        0.716877
3893248       0x3B6800        0.746743
3894272       0x3B6C00        0.623249
3895296       0x3B7000        0.826393
3896320       0x3B7400        0.964197
3897344       0x3B7800        0.961819
3898368       0x3B7C00        0.972904
3899392       0x3B8000        0.973311
3900416       0x3B8400        0.973166
3901440       0x3B8800        0.977952
3902464       0x3B8C00        0.972049
3903488       0x3B9000        0.973210
3904512       0x3B9400        0.975474
3905536       0x3B9800        0.977035
3906560       0x3B9C00        0.978498
3907584       0x3BA000        0.970503
3908608       0x3BA400        0.967296
3909632       0x3BA800        0.976502
3910656       0x3BAC00        0.965717
3911680       0x3BB000        0.971589
3912704       0x3BB400        0.973794
3913728       0x3BB800        0.969732
3914752       0x3BBC00        0.976378
3915776       0x3BC000        0.974470
3916800       0x3BC400        0.976341
3917824       0x3BC800        0.972081
3918848       0x3BCC00        0.969889
3919872       0x3BD000        0.960077
3920896       0x3BD400        0.971144
3921920       0x3BD800        0.971966
3922944       0x3BDC00        0.974332
3923968       0x3BE000        0.978103
3924992       0x3BE400        0.978090
3926016       0x3BE800        0.977609
3927040       0x3BEC00        0.977252
3928064       0x3BF000        0.976612
3929088       0x3BF400        0.977773
3930112       0x3BF800        0.973563
3931136       0x3BFC00        0.974462
3932160       0x3C0000        0.973109
3933184       0x3C0400        0.973942
3934208       0x3C0800        0.974795
3935232       0x3C0C00        0.977274
3936256       0x3C1000        0.976238
3937280       0x3C1400        0.975221
3938304       0x3C1800        0.977128
3939328       0x3C1C00        0.971635
3940352       0x3C2000        0.967092
3941376       0x3C2400        0.975823
3942400       0x3C2800        0.973904
3943424       0x3C2C00        0.973103
3944448       0x3C3000        0.972843
3945472       0x3C3400        0.975041
3946496       0x3C3800        0.974880
3947520       0x3C3C00        0.973433
3948544       0x3C4000        0.976356
3949568       0x3C4400        0.974400
3950592       0x3C4800        0.976772
3951616       0x3C4C00        0.978147
3952640       0x3C5000        0.976378
3953664       0x3C5400        0.973215
3954688       0x3C5800        0.973442
3955712       0x3C5C00        0.973388
3956736       0x3C6000        0.976856
3957760       0x3C6400        0.974937
3958784       0x3C6800        0.970045
3959808       0x3C6C00        0.964208
3960832       0x3C7000        0.970537
3961856       0x3C7400        0.973017
3962880       0x3C7800        0.972680
3963904       0x3C7C00        0.978610
3964928       0x3C8000        0.971063
3965952       0x3C8400        0.974484
3966976       0x3C8800        0.974526
3968000       0x3C8C00        0.976955
3969024       0x3C9000        0.974538
3970048       0x3C9400        0.976310
3971072       0x3C9800        0.967959
3972096       0x3C9C00        0.974823
3973120       0x3CA000        0.969350
3974144       0x3CA400        0.967130
3975168       0x3CA800        0.973770
3976192       0x3CAC00        0.975756
3977216       0x3CB000        0.973751
3978240       0x3CB400        0.973829
3979264       0x3CB800        0.969252
3980288       0x3CBC00        0.975881
3981312       0x3CC000        0.972897
3982336       0x3CC400        0.973365
3983360       0x3CC800        0.970237
3984384       0x3CCC00        0.974250
3985408       0x3CD000        0.970015
3986432       0x3CD400        0.975522
3987456       0x3CD800        0.972417
3988480       0x3CDC00        0.971354
3989504       0x3CE000        0.969305
3990528       0x3CE400        0.978099
3991552       0x3CE800        0.973887
3992576       0x3CEC00        0.962707
3993600       0x3CF000        0.975942
3994624       0x3CF400        0.965717
3995648       0x3CF800        0.971955
3996672       0x3CFC00        0.964744
3997696       0x3D0000        0.970545
3998720       0x3D0400        0.971979
3999744       0x3D0800        0.967664
4000768       0x3D0C00        0.972362
4001792       0x3D1000        0.972410
4002816       0x3D1400        0.976062
4003840       0x3D1800        0.963561
4004864       0x3D1C00        0.972147
4005888       0x3D2000        0.973246
4006912       0x3D2400        0.974468
4007936       0x3D2800        0.973276
4008960       0x3D2C00        0.973598
4009984       0x3D3000        0.957165
4011008       0x3D3400        0.973169
4012032       0x3D3800        0.970152
4013056       0x3D3C00        0.973539
4014080       0x3D4000        0.973376
4015104       0x3D4400        0.974959
4016128       0x3D4800        0.974347
4017152       0x3D4C00        0.970745
4018176       0x3D5000        0.972581
4019200       0x3D5400        0.978164
4020224       0x3D5800        0.976245
4021248       0x3D5C00        0.975761
4022272       0x3D6000        0.971082
4023296       0x3D6400        0.972804
4024320       0x3D6800        0.977398
4025344       0x3D6C00        0.976415
4026368       0x3D7000        0.970231
4027392       0x3D7400        0.977153
4028416       0x3D7800        0.977008
4029440       0x3D7C00        0.975623
4030464       0x3D8000        0.974350
4031488       0x3D8400        0.973692
4032512       0x3D8800        0.975828
4033536       0x3D8C00        0.963200
4034560       0x3D9000        0.957864
4035584       0x3D9400        0.963016
4036608       0x3D9800        0.955469
4037632       0x3D9C00        0.974169
4038656       0x3DA000        0.971102
4039680       0x3DA400        0.972746
4040704       0x3DA800        0.966740
4041728       0x3DAC00        0.968827
4042752       0x3DB000        0.961563
4043776       0x3DB400        0.972158
4044800       0x3DB800        0.971354
4045824       0x3DBC00        0.969361
4046848       0x3DC000        0.977932
4047872       0x3DC400        0.974161
4048896       0x3DC800        0.977698
4049920       0x3DCC00        0.979730
4050944       0x3DD000        0.975336
4051968       0x3DD400        0.975521
4052992       0x3DD800        0.974262
4054016       0x3DDC00        0.979717
4055040       0x3DE000        0.975419
4056064       0x3DE400        0.977286
4057088       0x3DE800        0.974025
4058112       0x3DEC00        0.975891
4059136       0x3DF000        0.971449
4060160       0x3DF400        0.967136
4061184       0x3DF800        0.939788
4062208       0x3DFC00        0.974654
4063232       0x3E0000        0.973802
4064256       0x3E0400        0.976373
4065280       0x3E0800        0.972302
4066304       0x3E0C00        0.975773
4067328       0x3E1000        0.972482
4068352       0x3E1400        0.971742
4069376       0x3E1800        0.976550
4070400       0x3E1C00        0.974847
4071424       0x3E2000        0.969648
4072448       0x3E2400        0.974495
4073472       0x3E2800        0.975150
4074496       0x3E2C00        0.973281
4075520       0x3E3000        0.972431
4076544       0x3E3400        0.973531
4077568       0x3E3800        0.968488
4078592       0x3E3C00        0.966122
4079616       0x3E4000        0.971545
4080640       0x3E4400        0.975092
4081664       0x3E4800        0.973229
4082688       0x3E4C00        0.969898
4083712       0x3E5000        0.973738
4084736       0x3E5400        0.972382
4085760       0x3E5800        0.973589
4086784       0x3E5C00        0.974516
4087808       0x3E6000        0.972367
4088832       0x3E6400        0.969120
4089856       0x3E6800        0.961788
4090880       0x3E6C00        0.972605
4091904       0x3E7000        0.971950
4092928       0x3E7400        0.972056
4093952       0x3E7800        0.973238
4094976       0x3E7C00        0.973336
4096000       0x3E8000        0.971658
4097024       0x3E8400        0.976165
4098048       0x3E8800        0.976101
4099072       0x3E8C00        0.976048
4100096       0x3E9000        0.973807
4101120       0x3E9400        0.968401
4102144       0x3E9800        0.975712
4103168       0x3E9C00        0.977602
4104192       0x3EA000        0.973088
4105216       0x3EA400        0.966753
4106240       0x3EA800        0.971008
4107264       0x3EAC00        0.972324
4108288       0x3EB000        0.970255
4109312       0x3EB400        0.976499
4110336       0x3EB800        0.973986
4111360       0x3EBC00        0.972158
4112384       0x3EC000        0.971360
4113408       0x3EC400        0.974421
4114432       0x3EC800        0.971583
4115456       0x3ECC00        0.972881
4116480       0x3ED000        0.975455
4117504       0x3ED400        0.968322
4118528       0x3ED800        0.968316
4119552       0x3EDC00        0.969684
4120576       0x3EE000        0.972442
4121600       0x3EE400        0.969639
4122624       0x3EE800        0.971393
4123648       0x3EEC00        0.975220
4124672       0x3EF000        0.970585
4125696       0x3EF400        0.975202
4126720       0x3EF800        0.974612
4127744       0x3EFC00        0.977976
4128768       0x3F0000        0.975819
4129792       0x3F0400        0.975333
4130816       0x3F0800        0.961956
4131840       0x3F0C00        0.977517
4132864       0x3F1000        0.976652
4133888       0x3F1400        0.976667
4134912       0x3F1800        0.970009
4135936       0x3F1C00        0.972433
4136960       0x3F2000        0.978078
4137984       0x3F2400        0.972680
4139008       0x3F2800        0.959925
4140032       0x3F2C00        0.973834
4141056       0x3F3000        0.974049
4142080       0x3F3400        0.973962
4143104       0x3F3800        0.972095
4144128       0x3F3C00        0.972644
4145152       0x3F4000        0.974208
4146176       0x3F4400        0.974725
4147200       0x3F4800        0.976046
4148224       0x3F4C00        0.978122
4149248       0x3F5000        0.975736
4150272       0x3F5400        0.972718
4151296       0x3F5800        0.973120
4152320       0x3F5C00        0.976335
4153344       0x3F6000        0.979365
4154368       0x3F6400        0.975300
4155392       0x3F6800        0.976628
4156416       0x3F6C00        0.977663
4157440       0x3F7000        0.976454
4158464       0x3F7400        0.975002
4159488       0x3F7800        0.972474
4160512       0x3F7C00        0.976483
4161536       0x3F8000        0.975911
4162560       0x3F8400        0.976066
4163584       0x3F8800        0.974639
4164608       0x3F8C00        0.973764
4165632       0x3F9000        0.974851
4166656       0x3F9400        0.971640
4167680       0x3F9800        0.956667
4168704       0x3F9C00        0.967676
4169728       0x3FA000        0.973154
4170752       0x3FA400        0.971108
4171776       0x3FA800        0.976518
4172800       0x3FAC00        0.974093
4173824       0x3FB000        0.979377
4174848       0x3FB400        0.974133
4175872       0x3FB800        0.974692
4176896       0x3FBC00        0.975180
4177920       0x3FC000        0.976892
4178944       0x3FC400        0.970246
4179968       0x3FC800        0.975531
4180992       0x3FCC00        0.976996
4182016       0x3FD000        0.974825
4183040       0x3FD400        0.973095
4184064       0x3FD800        0.977907
4185088       0x3FDC00        0.977594
4186112       0x3FE000        0.975283
4187136       0x3FE400        0.973713
4188160       0x3FE800        0.975414
4189184       0x3FEC00        0.972902
4190208       0x3FF000        0.972850
4191232       0x3FF400        0.972627
4192256       0x3FF800        0.974937
4193280       0x3FFC00        0.972426
4194304       0x400000        0.975574
4195328       0x400400        0.974844
4196352       0x400800        0.974469
4197376       0x400C00        0.974442
4198400       0x401000        0.967363
4199424       0x401400        0.973214
4200448       0x401800        0.973047
4201472       0x401C00        0.970846
4202496       0x402000        0.976395
4203520       0x402400        0.974401
4204544       0x402800        0.975700
4205568       0x402C00        0.974887
4206592       0x403000        0.973359
4207616       0x403400        0.975686
4208640       0x403800        0.973711
4209664       0x403C00        0.978882
4210688       0x404000        0.976663
4211712       0x404400        0.973915
4212736       0x404800        0.974601
4213760       0x404C00        0.974081
4214784       0x405000        0.977916
4215808       0x405400        0.974360
4216832       0x405800        0.979423
4217856       0x405C00        0.977178
4218880       0x406000        0.975752
4219904       0x406400        0.974912
4220928       0x406800        0.973329
4221952       0x406C00        0.979426
4222976       0x407000        0.976709
4224000       0x407400        0.976504
4225024       0x407800        0.976097
4226048       0x407C00        0.974494
4227072       0x408000        0.974681
4228096       0x408400        0.977175
4229120       0x408800        0.977172
4230144       0x408C00        0.977865
4231168       0x409000        0.977028
4232192       0x409400        0.972886
4233216       0x409800        0.975460
4234240       0x409C00        0.974225
4235264       0x40A000        0.973880
4236288       0x40A400        0.973209
4237312       0x40A800        0.973921
4238336       0x40AC00        0.976781
4239360       0x40B000        0.967377
4240384       0x40B400        0.955345
4241408       0x40B800        0.968664
4242432       0x40BC00        0.975721
4243456       0x40C000        0.973444
4244480       0x40C400        0.973477
4245504       0x40C800        0.974268
4246528       0x40CC00        0.970358
4247552       0x40D000        0.975736
4248576       0x40D400        0.976550
4249600       0x40D800        0.975645
4250624       0x40DC00        0.972730
4251648       0x40E000        0.973327
4252672       0x40E400        0.976248
4253696       0x40E800        0.975202
4254720       0x40EC00        0.976170
4255744       0x40F000        0.970532
4256768       0x40F400        0.953988
4257792       0x40F800        0.973585
4258816       0x40FC00        0.976270
4259840       0x410000        0.974330
4260864       0x410400        0.976821
4261888       0x410800        0.975562
4262912       0x410C00        0.975226
4263936       0x411000        0.971349
4264960       0x411400        0.975210
4265984       0x411800        0.971407
4267008       0x411C00        0.975684
4268032       0x412000        0.974175
4269056       0x412400        0.972972
4270080       0x412800        0.976269
4271104       0x412C00        0.972068
4272128       0x413000        0.973678
4273152       0x413400        0.975763
4274176       0x413800        0.968455
4275200       0x413C00        0.957771
4276224       0x414000        0.971509
4277248       0x414400        0.977533
4278272       0x414800        0.974232
4279296       0x414C00        0.974967
4280320       0x415000        0.976394
4281344       0x415400        0.974577
4282368       0x415800        0.973429
4283392       0x415C00        0.974472
4284416       0x416000        0.972228
4285440       0x416400        0.976020
4286464       0x416800        0.978081
4287488       0x416C00        0.974759
4288512       0x417000        0.970827
4289536       0x417400        0.974824
4290560       0x417800        0.979613
4291584       0x417C00        0.961871
4292608       0x418000        0.972022
4293632       0x418400        0.973439
4294656       0x418800        0.970699
4295680       0x418C00        0.975847
4296704       0x419000        0.972752
4297728       0x419400        0.969978
4298752       0x419800        0.973830
4299776       0x419C00        0.975990
4300800       0x41A000        0.972841
4301824       0x41A400        0.967734
4302848       0x41A800        0.967317
4303872       0x41AC00        0.976081
4304896       0x41B000        0.973689
4305920       0x41B400        0.975827
4306944       0x41B800        0.976271
4307968       0x41BC00        0.974909
4308992       0x41C000        0.971216
4310016       0x41C400        0.978238
4311040       0x41C800        0.970163
4312064       0x41CC00        0.969160
4313088       0x41D000        0.961370
4314112       0x41D400        0.969408
4315136       0x41D800        0.973237
4316160       0x41DC00        0.973709
4317184       0x41E000        0.971459
4318208       0x41E400        0.974025
4319232       0x41E800        0.971189
4320256       0x41EC00        0.976931
4321280       0x41F000        0.976424
4322304       0x41F400        0.976666
4323328       0x41F800        0.975699
4324352       0x41FC00        0.976121
4325376       0x420000        0.975800
4326400       0x420400        0.976518
4327424       0x420800        0.979208
4328448       0x420C00        0.975907
4329472       0x421000        0.977885
4330496       0x421400        0.973541
4331520       0x421800        0.976065
4332544       0x421C00        0.978578
4333568       0x422000        0.974745
4334592       0x422400        0.974672
4335616       0x422800        0.976169
4336640       0x422C00        0.959753
4337664       0x423000        0.972945
4338688       0x423400        0.975283
4339712       0x423800        0.942109
4340736       0x423C00        0.964505
4341760       0x424000        0.972971
4342784       0x424400        0.971712
4343808       0x424800        0.967495
4344832       0x424C00        0.972048
4345856       0x425000        0.977566
4346880       0x425400        0.971011
4347904       0x425800        0.976344
4348928       0x425C00        0.976984
4349952       0x426000        0.969825
4350976       0x426400        0.969883
4352000       0x426800        0.974080
4353024       0x426C00        0.977152
4354048       0x427000        0.970179
4355072       0x427400        0.974856
4356096       0x427800        0.968709
4357120       0x427C00        0.977537
4358144       0x428000        0.969969
4359168       0x428400        0.970531
4360192       0x428800        0.972058
4361216       0x428C00        0.973584
4362240       0x429000        0.966527
4363264       0x429400        0.974238
4364288       0x429800        0.971064
4365312       0x429C00        0.980247
4366336       0x42A000        0.975876
4367360       0x42A400        0.973097
4368384       0x42A800        0.975243
4369408       0x42AC00        0.970369
4370432       0x42B000        0.971545
4371456       0x42B400        0.973455
4372480       0x42B800        0.972336
4373504       0x42BC00        0.971955
4374528       0x42C000        0.964983
4375552       0x42C400        0.975717
4376576       0x42C800        0.971725
4377600       0x42CC00        0.974923
4378624       0x42D000        0.969946
4379648       0x42D400        0.975342
4380672       0x42D800        0.976723
4381696       0x42DC00        0.976733
4382720       0x42E000        0.971564
4383744       0x42E400        0.974126
4384768       0x42E800        0.968355
4385792       0x42EC00        0.974842
4386816       0x42F000        0.975322
4387840       0x42F400        0.968804
4388864       0x42F800        0.975047
4389888       0x42FC00        0.970623
4390912       0x430000        0.975144
4391936       0x430400        0.973987
4392960       0x430800        0.977750
4393984       0x430C00        0.971462
4395008       0x431000        0.970779
4396032       0x431400        0.972281
4397056       0x431800        0.973631
4398080       0x431C00        0.974830
4399104       0x432000        0.979161
4400128       0x432400        0.972484
4401152       0x432800        0.954519
4402176       0x432C00        0.967602
4403200       0x433000        0.974607
4404224       0x433400        0.974619
4405248       0x433800        0.972998
4406272       0x433C00        0.974302
4407296       0x434000        0.973869
4408320       0x434400        0.974647
4409344       0x434800        0.975990
4410368       0x434C00        0.972320
4411392       0x435000        0.967608
4412416       0x435400        0.976196
4413440       0x435800        0.976878
4414464       0x435C00        0.967072
4415488       0x436000        0.967748
4416512       0x436400        0.961537
4417536       0x436800        0.972637
4418560       0x436C00        0.973230
4419584       0x437000        0.971335
4420608       0x437400        0.973122
4421632       0x437800        0.973010
4422656       0x437C00        0.976085
4423680       0x438000        0.975137
4424704       0x438400        0.971405
4425728       0x438800        0.975213
4426752       0x438C00        0.970544
4427776       0x439000        0.968653
4428800       0x439400        0.973461
4429824       0x439800        0.963828
4430848       0x439C00        0.976049
4431872       0x43A000        0.974952
4432896       0x43A400        0.972827
4433920       0x43A800        0.965612
4434944       0x43AC00        0.967063
4435968       0x43B000        0.971687
4436992       0x43B400        0.969590
4438016       0x43B800        0.970332
4439040       0x43BC00        0.976821
4440064       0x43C000        0.971129
4441088       0x43C400        0.971088
4442112       0x43C800        0.972096
4443136       0x43CC00        0.970597
4444160       0x43D000        0.975868
4445184       0x43D400        0.974905
4446208       0x43D800        0.977570
4447232       0x43DC00        0.976505
4448256       0x43E000        0.971904
4449280       0x43E400        0.974657
4450304       0x43E800        0.972705
4451328       0x43EC00        0.971703
4452352       0x43F000        0.973122
4453376       0x43F400        0.974699
4454400       0x43F800        0.964767
4455424       0x43FC00        0.977974
4456448       0x440000        0.974069
4457472       0x440400        0.974035
4458496       0x440800        0.975458
4459520       0x440C00        0.973873
4460544       0x441000        0.972697
4461568       0x441400        0.974507
4462592       0x441800        0.972199
4463616       0x441C00        0.967137
4464640       0x442000        0.964587
4465664       0x442400        0.973189
4466688       0x442800        0.976263
4467712       0x442C00        0.973729
4468736       0x443000        0.971249
4469760       0x443400        0.969874
4470784       0x443800        0.974356
4471808       0x443C00        0.966674
4472832       0x444000        0.963649
4473856       0x444400        0.947826
4474880       0x444800        0.951833
4475904       0x444C00        0.911598
4476928       0x445000        0.870425
4477952       0x445400        0.894117
4478976       0x445800        0.883618
4480000       0x445C00        0.877787
4481024       0x446000        0.886213
4482048       0x446400        0.918450
4483072       0x446800        0.949298
4484096       0x446C00        0.937081
4485120       0x447000        0.945452
4486144       0x447400        0.933339
4487168       0x447800        0.951768
4488192       0x447C00        0.956111
4489216       0x448000        0.957460
4490240       0x448400        0.962199
4491264       0x448800        0.957098
4492288       0x448C00        0.966839
4493312       0x449000        0.971389
4494336       0x449400        0.969046
4495360       0x449800        0.973449
4496384       0x449C00        0.976283
4497408       0x44A000        0.968640
4498432       0x44A400        0.972813
4499456       0x44A800        0.974583
4500480       0x44AC00        0.975764
4501504       0x44B000        0.971909
4502528       0x44B400        0.976001
4503552       0x44B800        0.975929
4504576       0x44BC00        0.975462
4505600       0x44C000        0.977040
4506624       0x44C400        0.975885
4507648       0x44C800        0.975239
4508672       0x44CC00        0.971875
4509696       0x44D000        0.977618
4510720       0x44D400        0.974060
4511744       0x44D800        0.975969
4512768       0x44DC00        0.976034
4513792       0x44E000        0.976757
4514816       0x44E400        0.973322
4515840       0x44E800        0.974370
4516864       0x44EC00        0.977903
4517888       0x44F000        0.976893
4518912       0x44F400        0.974835
4519936       0x44F800        0.975717
4520960       0x44FC00        0.976235
4521984       0x450000        0.973720
4523008       0x450400        0.974336
4524032       0x450800        0.974383
4525056       0x450C00        0.973849
4526080       0x451000        0.977524
4527104       0x451400        0.975949
4528128       0x451800        0.970030
4529152       0x451C00        0.975943
